DATE,OPEN,HIGH,LOW,CLOSE,VOLUME,
08/02/2022,227,271.25,227,268.25,135533461
09/02/2022,273.65,321.9,272,321.9,70655011
10/02/2022,356.7,386.25,345,386.25,56509643
11/02/2022,408.7,419.9,351.25,381,88580117
14/02/2022,364.2,398.9,352.1,376.3,43047644
15/02/2022,394.7,405,378.8,383.85,17777133
16/02/2022,390,392.95,375.2,377.05,11831948
17/02/2022,382,382.9,356.35,359.8,10520787
18/02/2022,352.6,370,351.15,354.3,10072444
21/02/2022,351.9,356.6,325.2,327.6,14932711
22/02/2022,308.6,323.6,305,314.3,13158494
23/02/2022,326,345.7,323,345.05,9030118
24/02/2022,324.1,365.4,322.15,332.95,27347337
25/02/2022,358.65,366.2,350.5,366.1,18895946
28/02/2022,367.1,395.9,367.05,379.35,23433903
02/03/2022,381.45,393,376.1,382.3,13334439
03/03/2022,392,395,378,380.25,8165851
04/03/2022,376.25,378.95,359.1,360.8,8905308
07/03/2022,346,351,337.25,340.8,9228324
08/03/2022,347,357.8,338.3,342.8,9620159
09/03/2022,347.6,351.55,339.25,340.4,8115674
10/03/2022,350,354,342.05,343.4,6619860
11/03/2022,343.9,358.8,338,344.2,10801113
14/03/2022,345.55,347.35,340.3,341.1,3889380
15/03/2022,343.5,355,338.45,340.25,8759343
16/03/2022,350,351.95,342.1,346.25,4512997
17/03/2022,350,380.85,348.1,379.8,31782591
21/03/2022,390,398.75,382.3,391.25,19955446
22/03/2022,394.45,397.7,387,393.1,9561082
23/03/2022,393.8,419.3,390.15,397.25,30739072
24/03/2022,397,414.7,395.05,407.1,11671061
25/03/2022,414,423.9,410,419.25,17327956
28/03/2022,424.9,461.15,424.05,461,29209300
29/03/2022,474.4,507,474,499.95,37794382
30/03/2022,508.7,514,480.15,492.3,25219865
31/03/2022,493.3,516.9,493,516.9,17742646
01/04/2022,526,542.7,521,542.7,18150045
04/04/2022,560,569.8,522.75,552.35,31396534
05/04/2022,559.95,579.95,553.5,579.95,14412302
06/04/2022,596.4,608.9,590,608.9,9965188
07/04/2022,639.3,639.3,578.5,578.5,10867407
08/04/2022,549.6,549.6,549.6,549.6,2282751
11/04/2022,550.1,577.05,550.1,577.05,5734232
12/04/2022,603.5,605.9,572,605.9,22706296
13/04/2022,622.9,636.15,606.1,636.15,16821307
18/04/2022,637,667.95,622.6,667.95,19453143
19/04/2022,690.55,701.3,651.55,677.9,25254020
20/04/2022,703.4,709,655,667.9,23058972
21/04/2022,679,701.25,667.25,699.7,17843608
22/04/2022,706.25,732,706.25,728.55,19690115
25/04/2022,743,764.95,736.6,764.95,21441429
26/04/2022,799,803.15,787,803.15,9075524
27/04/2022,832.3,843.3,776.6,841,37860816
28/04/2022,860,878,798.95,798.95,29004435
29/04/2022,785,834.15,759.05,780.4,32673177
02/05/2022,758,783,748.2,753.6,11750710
04/05/2022,745,771.85,715.95,715.95,12572099
05/05/2022,681,694.45,680.2,680.2,1088061
06/05/2022,646.2,660,646.2,646.2,2695071
09/05/2022,613.9,613.9,613.9,613.9,624222
10/05/2022,583.25,583.25,583.25,583.25,978990
11/05/2022,554.1,612.4,554.1,612.4,6256562
12/05/2022,589,612,581.8,581.8,3280219
13/05/2022,595,608.2,555.25,568.6,2779961
16/05/2022,559.45,595,540.2,577.4,2551705
17/05/2022,584,606.25,579.9,606.25,1723099
18/05/2022,635,636.55,628,636.55,984525
19/05/2022,628,668.35,604.75,668.15,4692335
20/05/2022,689.9,701.55,685,701.55,1327185
23/05/2022,732,736.6,721,736.6,2321841
24/05/2022,769,769,699.8,699.8,4060741
25/05/2022,666,684.4,664.85,664.85,1260744
26/05/2022,636,698.05,631.65,698.05,2297423
27/05/2022,709,729.95,676.6,710.15,2998870
30/05/2022,719.8,723.7,690,696.4,1894859
31/05/2022,670,691.1,661.6,668.55,1897011
01/06/2022,657,675,635.15,645.85,2009818
02/06/2022,644,678.1,631,678.1,1887742
03/06/2022,687,688,651.6,662.75,1525390
06/06/2022,665,690.05,636,679.85,1438315
07/06/2022,666.25,675,655,662.85,851786
08/06/2022,669,669,650,651.7,933358
09/06/2022,650,658.9,632.9,643.2,1148628
10/06/2022,629,639.8,620.5,622.6,1052098
13/06/2022,591.5,612.8,591.5,591.5,2232214
14/06/2022,590,621.05,580,621,1786917
15/06/2022,631.15,649,621,632.9,940691
16/06/2022,648,650,601.3,601.3,1342407
17/06/2022,581,621.4,571.5,584.7,6004473
20/06/2022,579,587.7,555.5,555.5,1690266
21/06/2022,555,579.5,532.65,574.05,1533006
22/06/2022,567,573.7,551.5,559.05,762390
