DATE,OPEN,HIGH,LOW,CLOSE,VOLUME,
03/01/2005,547.022371681625,547.0721961075,540.096776485,543.833608425625,38257
04/01/2005,548.068684625,548.068684625,534.61608963875,536.858188803125,14681
05/01/2005,537.1073109325,542.6876466305,523.25612053925,533.320654566,27374
06/01/2005,533.320654566,547.0721961075,528.23856312675,536.80836437725,22480
07/01/2005,538.10379945,547.022371681625,532.373990474375,533.968372102375,5897
10/01/2005,533.968372102375,562.866539109875,529.23505164425,532.02521949325,12871
11/01/2005,528.138914275,533.1213568625,523.355769391,526.694005924625,11450
12/01/2005,528.138914275,534.11784538,518.522800081125,523.106647261625,11156
13/01/2005,551.0581501775,555.0441042475,518.1740291,529.882769180625,24766
14/01/2005,528.63715853375,538.10379945,515.68280780625,528.936105089,15265
17/01/2005,529.1354027925,537.1073109325,517.67578484125,531.22802867925,9910
18/01/2005,533.1213568625,534.11784538,528.188738700875,533.02170801075,10087
19/01/2005,533.1213568625,537.1073109325,511.248433903375,514.7859681405,46653
20/01/2005,513.1915865125,513.1915865125,495.2547931975,498.792327434625,20621
24/01/2005,500.237235785,506.21616689,489.2758620925,493.95935812475,7493
25/01/2005,495.75303745625,497.54671678775,481.3039539525,483.546053116875,8270
27/01/2005,488.279373575,507.162830981625,487.2828850575,501.383197580125,26940
28/01/2005,508.209143925,514.18807503,503.276525763375,510.152296534125,7364
31/01/2005,527.1424257575,527.1424257575,513.1915865125,518.47297565525,10022
01/02/2005,519.1705176175,527.1424257575,510.20212096,524.950151019,8786
02/02/2005,503.475823466875,538.10379945,503.475823466875,534.7157384905,60209
03/02/2005,539.1002879675,543.0862420375,534.11784538,538.3030971535,41392
04/02/2005,533.22100571425,547.0721961075,524.25260905675,538.00415059825,19701
07/02/2005,538.053975024125,543.335364166875,527.740318868,541.342387131875,53693
08/02/2005,527.24207460925,539.548707800375,527.24207460925,538.253272727625,24835
09/02/2005,541.940280242375,541.99010466825,534.11784538,538.10379945,40886
10/02/2005,531.477150808625,543.4848374445,531.477150808625,540.744494021375,13129
11/02/2005,537.60555519125,553.0511272125,535.363456026875,548.716402161375,12382
14/02/2005,545.0792190725,548.068684625,534.21749423175,540.345898614375,7577
15/02/2005,535.41328045275,536.110822415,523.25612053925,529.9325936065,12976
16/02/2005,530.879257698125,535.762051433875,521.1634946525,523.1564716875,9485
17/02/2005,519.1705176175,523.1564716875,515.68280780625,519.369815321,3512
18/02/2005,538.053975024125,538.053975024125,514.237899455875,517.028067304875,4459
21/02/2005,528.138914275,528.138914275,515.234387973375,520.26665498675,2930
22/02/2005,528.03926542325,528.03926542325,518.1740291,518.821746636375,9643
23/02/2005,526.694005924625,565.50723368125,515.234387973375,517.327013860125,5602
24/02/2005,514.68631928875,520.914372523125,514.48702158525,519.66876187625,6714
25/02/2005,522.957173984,530.13189131,516.28070091675,518.07438024825,13641
28/02/2005,515.1845635475,527.04277690575,506.21616689,513.042113234875,8343
01/03/2005,517.1775405825,517.1775405825,505.020380669,506.71441114875,3731
02/03/2005,512.195097995,521.113670226625,511.1986094775,513.241410938375,9898
03/03/2005,513.68983077125,520.66525039375,513.1915865125,516.529823046125,3941
04/03/2005,520.167006135,525.9466395365,517.47648713775,525.24909757425,11522
07/03/2005,528.138914275,530.13189131,518.1740291,523.05682283575,9045
08/03/2005,515.1845635475,528.936105089,515.1845635475,524.152960205,3728
09/03/2005,528.138914275,528.138914275,511.1986094775,513.68983077125,3055
10/03/2005,517.1775405825,528.138914275,506.51511344525,525.398570851875,6524
